term_name,description,field_authority_link,field_location_of_meeting,field_num_of_section_or_meet,field_primary_name,field_subordinate_name,field_unique_id
Shelburne Studios,Location information: New York|basic_html|Location information: New York,,,,Shelburne Studios,,3ad5e6c1-7629-4a38-b548-194428c9f8db
Johns Hopkins University. Sheridan Libraries,,viaf%%http://viaf.org/viaf/125835239|lcnaf%%http://id.loc.gov/authorities/names/no2003106463,,,Johns Hopkins University,Sheridan Libraries,4cac922d-a0e5-4418-a5ea-7d428d9a6e8d
Sherman & McHugh,Location information: New York|basic_html|Location information: New York,,,,Sherman & McHugh,,4e87a5ea-b12b-43b9-834e-d4d465f62c10
Sherman Sable Studio,"Location information: Syracuse, NY|basic_html|Location information: Syracuse, NY",,,,Sherman Sable Studio,,a0cbfc85-98ae-45a8-b278-4438b9373b18
Shervee & Bushong,"Location information: Worcester, MA|basic_html|Location information: Worcester, MA",,,,Shervee & Bushong,,b3bb91ed-a062-4e2b-9447-63042dad30f4
"Shriver Hall concert series Baltimore, Md.",,viaf%%http://viaf.org/viaf/125993585,,,"Shriver Hall concert series Baltimore, Md.",,a21f6c23-79df-4971-88ac-aef004162e80
Sigma Phi Epsilon,,viaf%%http://viaf.org/viaf/135165873|lcnaf%%http://id.loc.gov/authorities/names/no95011282,,,Sigma Phi Epsilon,,32fc801f-60c0-4e7b-90fd-392ab378844a
Skidmore College,,viaf%%http://viaf.org/viaf/126678521|lcnaf%%http://id.loc.gov/authorities/names/n81063529,,,Skidmore College,,163afa4a-4bee-4d61-bec7-204919d4e616
Slinkman Photographers,,,,,Slinkman Photographers,,61782bdc-42d9-4887-96e0-cb9f3af4d03c
Smith Studios,"Location information: Frederick, MD|basic_html|Location information: Frederick, MD",,,,Smith Studios,,d8e8e626-e87d-4961-a149-68c9c6140a41
Socony Mobil Oil Co.,"Location information: New York City, NY|basic_html|Location information: New York City, NY",,,,Socony Mobil Oil Co.,,5a0ae4ff-7e46-45e7-a64c-9a6e20c0c3ba
Southern University and A & M College,,lcnaf%%http://id.loc.gov/authorities/names/n80004182|viaf%%http://viaf.org/viaf/138367926,,,Southern University and A & M College,,c38b36e1-40ab-4c7f-adb2-43d817e98fd4
Space Telescope Science Institute (U.S.),,viaf%%http://viaf.org/viaf/123013418|lcnaf%%http://id.loc.gov/authorities/names/n82165594,,,Space Telescope Science Institute (U.S.),,7677d23f-532a-4aa0-976d-814dac5a6c78
"Sparrows Point Yard (Sparrows Point, Md.)",,viaf%%http://viaf.org/viaf/124676329|lcnaf%%http://id.loc.gov/authorities/names/no2002114866,,,"Sparrows Point Yard (Sparrows Point, Md.)",,f68be17b-ad7f-481b-91a3-4824b40e3b43
"St. John's College (Annapolis, Md.)",,viaf%%http://viaf.org/viaf/128707365|lcnaf%%http://id.loc.gov/authorities/names/n82028461,,,"St. John's College (Annapolis, Md.)",,4fc80f6e-10df-4c8b-9ad7-5cac01fbe902
St. Mary's College of Maryland,,viaf%%http://viaf.org/viaf/152543949|lcnaf%%http://id.loc.gov/authorities/names/n87933749,,,St. Mary's College of Maryland,,0038136f-e051-40b7-b1d4-efaa4686799d
Stanford University,,viaf%%http://viaf.org/viaf/158761280|https://id.loc.gov/authorities/names/n79054636,,,Stanford University,,a00a36a4-11e5-4479-9251-7a1a33e83294
Stanton & Butler,,,,,Stanton & Butler,,667169ba-7f50-41d1-9461-03e866fd12f0
Stilliard & Co.,"Location information: Oxford, England|basic_html|Location information: Oxford, England",,,,Stilliard & Co.,,d7abf7a6-034e-43d2-a244-6628a2d4968d
Success for All (Program),,viaf%%http://viaf.org/viaf/159412287|lcnaf%%http://id.loc.gov/authorities/names/n00089005,,,Success for All (Program),,9e8c0a22-deef-4cf2-902c-7c5c82fe0852
Syracuse University. Photo Press Department,,,,,Syracuse University,Photo Press Department,fd1a6278-bee4-4a3b-95d8-fdd8bb2dda42
Tau Beta Pi,,viaf%%http://viaf.org/viaf/149061302/|lcnaf%%http://id.loc.gov/authorities/names/n91080044,,,Tau Beta Pi,,a88b89ea-d2d4-48b2-ae2f-8463bc86d449
Temple University,,viaf%%http://viaf.org/viaf/127396206|lcnaf%%http://id.loc.gov/authorities/names/n79120709,,,Temple University,,6874bacc-51fc-4439-9a9b-d77b332ab585
The Hughes Co.,Location information: Baltimore MD|basic_html|Location information: Baltimore MD,,,,The Hughes Co.,,fd870b1e-435b-4bc8-8563-363ed3fedd2f
The Johns Hopkins News-Letter,,,,,The Johns Hopkins News-Letter,,37a59c87-f2a8-42b0-aba4-0116c333c514
The Lawrence Eagle-Tribune,,,,,The Lawrence Eagle-Tribune,,fe36abb1-77c4-46db-8638-422a28a65c4f
Thompson Studios,,,,,Thompson Studios,,9c24024f-299e-471e-bef3-d77233dbfe73
"Todd Studios, Inc.","Location information: Baltimore, MD|basic_html|Location information: Baltimore, MD",,,,"Todd Studios, Inc.",,7abcab2d-5725-48f6-93cf-ef8d6bac2906
Towne Studios,"Location information: Somerville, NJ|basic_html|Location information: Somerville, NJ",,,,Towne Studios,,1cc0c497-722b-4f55-a279-10e8bc661596
Tudor and Stuart Club (Johns Hopkins University),,viaf%%http://viaf.org/viaf/158883169|lcnaf%%http://id.loc.gov/authorities/names/n87901257,,,Tudor and Stuart Club (Johns Hopkins University),,2e92dad6-e57e-4b12-aaba-a373116870dc
U.S. Atomic Energy Commission,,viaf%%http://viaf.org/viaf/138898115|lcnaf%%http://id.loc.gov/authorities/names/n78034861,,,U.S. Atomic Energy Commission,,261cdb57-f340-4b9e-856b-9043333c8bfe
U.S. Census Bureau,,viaf%%http://viaf.org/viaf/165439621|lcnaf%%http://id.loc.gov/authorities/names/no2003100601,,,U.S. Census Bureau,,a5d5f811-9fa9-4484-8c73-a1431fbec541
Udel Brothers,,,,,Udel Brothers,,ccd5573b-dd06-482d-8e5f-d664a16af4b6
Underwood & Underwood,"Location information: Washington, DC; NY|basic_html|Location information: Washington, DC; NY",,,,Underwood & Underwood,,b60897d1-a342-486d-b7e0-3269b958b63a
Uniform commercial code,,viaf%%http://viaf.org/viaf/178293362|lcnaf%%http://id.loc.gov/authorities/names/n92056781,,,Uniform commercial code,,d636050f-7030-4e94-be29-0fea6d880951
Union Carbide and Carbon Corporation,Location information: New York|basic_html|Location information: New York,viaf%%http://viaf.org/viaf/147842775|lcnaf%%http://id.loc.gov/authorities/names/n87843117,,,Union Carbide and Carbon Corporation,,d665efec-85c4-4c3d-80fb-53b56c39e1f3
UNITE HERE (Organization),,viaf%%http://viaf.org/viaf/139908626|lcnaf%%http://id.loc.gov/authorities/names/no2004106504,,,UNITE HERE (Organization),,afeace2c-5e81-45a3-a273-2fe875b3cfcf
United States Military Academy,,viaf%%http://viaf.org/viaf/133396889|lcnaf%%http://id.loc.gov/authorities/names/n79074300,,,United States Military Academy,,fd835355-af42-4190-8ba4-e924deaa98c2
United States. Air Force,,viaf%%http://viaf.org/viaf/142489267|lcnaf%%http://id.loc.gov/authorities/names/n79126811,,,United States,Air Force,36785e0d-38f9-443c-af08-78bce355fbda
United States. Air Force. Air Research and Development Command,,viaf%%http://viaf.org/viaf/141315730|lcnaf%%http://id.loc.gov/authorities/names/n81047476,,,United States,Air Force|Air Research and Development Command,5980661e-4e9a-4433-b6a6-e6171eebf53ftid
United States. Army,,viaf%%http://viaf.org/viaf/135579316|lcnaf%%http://id.loc.gov/authorities/names/n79063202,,,United States,Army,e6902ea5-449a-4674-9451-c0814fd71e10
United States. Army Air Forces,,viaf%%http://viaf.org/viaf/134812480|lcnaf%%http://id.loc.gov/authorities/names/n80126028,,,United States,Army Air Force,f2136e81-b58e-4ab3-a9e5-528d5775b8a2
United States. Army Nurse Corps,,viaf%%http://viaf.org/viaf/143038769|lcnaf%%http://id.loc.gov/authorities/names/n50071170,,,United States,Army Nurse Corps,abe5b7d3-3ebc-4c3c-a354-f5683aad2040
United States. Army. Air Service,,lcnaf%%http://id.loc.gov/authorities/names/n8607180|viaf%%http://viaf.org/viaf/145500841,,,United States,Army|Air Service,c59243cb-e0e1-418b-bf7e-55e6c906270b
United States. Army. Air Service. Engineering Division,"Location information: Dayton, OH|basic_html|Location information: Dayton, OH",lcnaf%%http://id.loc.gov/authorities/names/n88127118|viaf%%http://viaf.org/viaf/157957139,,,United States,Army|Air Service|Engineering Division,c35bbbbb-7fd4-45cf-81da-6a7ba70fc47b
United States. Army. Corps of Engineers,,viaf%%http://viaf.org/viaf/157704448|lcnaf%%http://id.loc.gov/authorities/names/n79069640,,,United States,Army|Corps of Engineers,b124a32f-f9c9-45cb-86df-be9c5b1a1688
United States. Army. Reserve Officers' Training Corps,,viaf%%http://viaf.org/viaf/144240105|lcnaf%%http://id.loc.gov/authorities/names/n80013543,,,United States,Army|Reserve Officers' Training Corps,39c6eaea-5620-467b-8a0b-b56a8d4a14de
United States. Army. Signal Corps,,lcnaf%%http://id.loc.gov/authorities/names/n79099281|viaf%%http://viaf.org/viaf/162873812,,,United States,Army|Signal Corps,acd9444a-aa6c-4b19-b00f-ccdb541ab12d
United States. Central Intelligence Agency,,viaf%%http://viaf.org/viaf/140094734|lcnaf%%http://id.loc.gov/authorities/names/n79099301,,,United States,Central Intelligence Agency,ebf6315d-bc65-446a-943c-7de1d92dc7a5
United States. Congress. House. Committee on Ways and Means,,viaf%%http://viaf.org/viaf/145346646|lcnaf%%http://id.loc.gov/authorities/names/n79017982,,,United States,Congress|House|Committee on Ways and Means,4570e86c-01fd-4f5f-8960-2306c067dc1f
United States. Department of Defense,,viaf%%http://viaf.org/viaf/128989241|lcnaf%%http://id.loc.gov/authorities/names/n79021946,,,United States,Department of Defense,33ef80cc-244b-4b5f-934c-d2ef119ff8a2
United States. Department of Education,,viaf%%http://viaf.org/viaf/157083478|lcnaf%%http://id.loc.gov/authorities/names/n78009820,,,United States,Department of Education,4ce49d9c-b2ec-4588-8e79-cb204bd1d4a9
United States. Department of Health and Human Services,,viaf%%http://viaf.org/viaf/145337417|lcnaf%%http://id.loc.gov/authorities/names/n80102594,,,United States,Department of Health and Human Services,8e1fdcb5-29c0-4953-9b99-69fab58f69e6
United States. Federal Bureau of Investigation,,viaf%%http://viaf.org/viaf/136624868|lcnaf%%http://id.loc.gov/authorities/names/n78095617,,,United States,Federal Bureau of Investigation,a3203e99-7393-46ad-bcb9-6fb94d592a9b
United States. Food and Drug Administration,,viaf%%http://viaf.org/viaf/151271988|lcnaf%%http://id.loc.gov/authorities/names/n80126147,,,United States,Food and Drug Administration,8790b220-9cb7-4a11-8e57-556d4340b634
United States. Health Care Financing Administration,,viaf%%http://viaf.org/viaf/133665704|lcnaf%%http://id.loc.gov/authorities/names/n77009797,,,United States,Health Care Financing Administration,dcdb584b-1d57-4e96-844b-537bef6052ba
United States. Marine Corps,,viaf%%http://viaf.org/viaf/153063409|lcnaf%%http://id.loc.gov/authorities/names/n78095328,,,United States,Marine Corps,75311f43-d2c9-433e-8284-86fe2787ef95
United States. National Advisory Committee for Aeronautics,,viaf%%http://viaf.org/viaf/136563305|lcnaf%%http://id.loc.gov/authorities/names/n79060141,,,United States,National Advisory Committee for Aeronautics,a09cf012-4770-4687-b77c-1752d19f36d3
United States. National Aeronautics and Space Administration,,viaf%%http://viaf.org/viaf/146202023|lcnaf%%http://id.loc.gov/authorities/names/n78087581,,,United States,National Aeronautics and Space Administration,6cf09d9a-db12-4192-8f66-9f392c7417d0
United States. National Archives and Records Administration,,viaf%%http://viaf.org/viaf/132254586|lcnaf%%http://id.loc.gov/authorities/names/n84176101,,,United States,National Archives and Records Administration,0489d33a-d230-40b3-84e5-5b6cb89b2e2d
United States. Navy,,viaf%%http://viaf.org/viaf/128926517|lcnaf%%http://id.loc.gov/authorities/names/n79059051,,,United States,Navy,efcb5649-8a4a-4339-99f9-d0d10250c134
United States. Office of Management and Budget,,viaf%%http://viaf.org/viaf/141236281|lcnaf%%http://id.loc.gov/authorities/names/n80126133,,,United States,Office of Management and Budget,bd1490a2-de7f-41bb-9054-5cf472700d11
United States. Public Health Service,,viaf%%http://viaf.org/viaf/155861449|lcnaf%%http://id.loc.gov/authorities/names/n79096730,,,United States,Public Health Service,a215ee9d-5434-49cc-9505-ba0c396d3156
United States. Surgeon-General's Office,,viaf%%http://viaf.org/viaf/134855547|lcnaf%%http://id.loc.gov/authorities/names/n79081756,,,United States,Surgeon-General's Office,6696bc62-6681-405c-a14e-af11c9e7dd88
United States. War Production Board,,viaf%%http://viaf.org/viaf/126638543|lcnaf%%http://id.loc.gov/authorities/names/n50060401,,,United States,War Production Board,a330c29a-b039-4207-b1d3-0985475bf092
United Way of America,,viaf%%http://viaf.org/viaf/148911719|lcnaf%%http://id.loc.gov/authorities/names/n79081777,,,United Way of America,,69526699-7fa2-4943-878a-b0fdbd70f1c5
Università di Bologna,,viaf%%http://viaf.org/viaf/155886025|lcnaf%%http://id.loc.gov/authorities/names/n79043915,,,Università di Bologna,,053c0f0f-4b7e-4bc1-8859-63fb1a9cd26c
"University of California, San Francisco Medical Center",,viaf%%http://viaf.org/viaf/133698324|lcnaf%%http://id.loc.gov/authorities/names/n81035991,,,"University of California, San Francisco Medical Center",,0b1d1f13-71f9-41ff-9509-02cc2601c932
University of Cambridge,,viaf%%http://viaf.org/viaf/153568718|lcnaf%%http://id.loc.gov/authorities/names/n79018862,,,University of Cambridge,,0eb359b4-1095-4f3f-86d5-63e02165e6d6
University of Chicago,,viaf%%http://viaf.org/viaf/143657677|lcnaf%%http://id.loc.gov/authorities/names/n79058404,,,University of Chicago,,f8d52484-1392-47f0-af2f-f511284483e9
University of Flordia. Engineering Photo Lab,,,,,University of Flordia,Engineering Photo Lab,4b37ba97-0707-4594-a342-79fa70bdc79a
University of Florida,,lcnaf%%http://id.loc.gov/authorities/names/n79056498|viaf%%http://viaf.org/viaf/157231387,,,University of Florida,,089400da-c967-4f07-8de6-0a7921749d9f
University of Maryland (System),,viaf%%http://viaf.org/viaf/144265202|lcnaf%%http://id.loc.gov/authorities/names/n82036971,,,University of Maryland (System),,839b2670-88e6-485b-938f-1b6c93ee2568
University of Maryland at Baltimore. School of Law,,viaf%%http://viaf.org/viaf/135934214|lcnaf%%http://id.loc.gov/authorities/names/n82075720,,,University of Maryland at Baltimore,School of Law,b7c510de-bbdc-4abb-ab8b-edf339964ab5
University of Maryland at Baltimore. School of Medicine,,viaf%%http://viaf.org/viaf/123192955|lcnaf%%http://id.loc.gov/authorities/names/n83073338,,,University of Maryland at Baltimore,School of Medicine,77324f39-df5b-4663-890e-bb3be79fe7a7
"University of Maryland, College Park",,viaf%%http://viaf.org/viaf/133887555|lcnaf%%http://id.loc.gov/authorities/names/n79054042,,,"University of Maryland, College Park",,154a89b7-8ac8-40bb-b427-4219d996a5fa
University of Michigan. Medical School,,viaf%%http://viaf.org/viaf/150105905|lcnaf%%http://id.loc.gov/authorities/names/n81055151,,,University of Michigan,Medical School,cf3905bf-dd3b-431d-8d73-6385f84d9b06
University of North Carolina at Chapel Hill,,viaf%%http://viaf.org/viaf/157864378|lcnaf%%http://id.loc.gov/authorities/names/n82047813,,,University of North Carolina at Chapel Hill,,c13ea5cc-7403-44ca-977c-520600a21472
University of Pennsylvania,,viaf%%http://viaf.org/viaf/267632219|lcnaf%%http://id.loc.gov/authorities/names/n79065482,,,University of Pennsylvania,,14206969-269f-407d-b894-a5a598c257d9
University of Texas,,viaf%%http://viaf.org/viaf/136080652|lcnaf%%http://id.loc.gov/authorities/names/n79023322,,,University of Texas,,0292b3ab-840c-4f49-a105-3be5cc823376
University of Texas at Austin. Applied Research Laboratories,,viaf%%http://viaf.org/viaf/153664463|lcnaf%%http://id.loc.gov/authorities/names/n85033066,,,University of Texas at Austin,Applied Research Laboratories,70f823ae-187d-44d0-8dc5-f1f2491747cb
University of Texas. News & Information Services,,,,,University of Texas,News & Information Services,6ca87b9b-adfc-462a-889f-0c5566ebe137
University of Washington,,viaf%%http://viaf.org/viaf/154911632|lcnaf%%http://id.loc.gov/authorities/names/n79054596,,,University of Washington,,e8f3d2ed-fe98-4f9c-8bfb-50203f714d23
University of Washington. Applied Physics Laboratory,,viaf%%http://viaf.org/viaf/127825674|lcnaf%%http://id.loc.gov/authorities/names/n79014943,,,University of Washington,Applied Physics Laboratory,096f6775-5395-4a69-9575-16b2f478a07d
UPI,,,,,UPI,,129332a4-138b-4079-8d14-60113d7f540a
Vail Brothers,"Location information: Poughkeepsie, NY|basic_html|Location information: Poughkeepsie, NY",,,,Vail Brothers,,7a6e07d8-591f-4ef0-b772-7fcbc28775b9
Vanderbilt University. School of Medicine,,viaf%%http://viaf.org/viaf/145939150|lcnaf%%http://id.loc.gov/authorities/names/n83825857,,,Vanderbilt University,School of Medicine,fcfa5e2a-7085-4831-bda5-af84606d1171
Vassar College. News Service,,,,,Vassar College,News Service,553da968-a3d8-4125-b3b6-5c927e0770c4
Vincent Mitchell Studio,"Location information: Baltimore, MD|basic_html|Location information: Baltimore, MD",,,,Vincent Mitchell Studio,,5b3a50d9-6728-4e6d-affe-e381ae86839b
Volpe Studios,Location information: New York|basic_html|Location information: New York,,,,Volpe Studios,,5ffb3665-f2c1-4158-8d82-834d6859e53b
Voyager Project,,viaf%%http://viaf.org/viaf/146712708|lcnaf%%http://id.loc.gov/authorities/names/n90692226,,,Voyager Project,,b18e98a2-2037-4a9d-906c-100c16483087
W.K. Kellogg Foundation,,viaf%%http://viaf.org/viaf/140140023|lcnaf%%http://id.loc.gov/authorities/names/n79055095,,,W.K. Kellogg Foundation,,a1306dd8-5476-489d-b8cb-01ba8c404ae5
"WAAM (Television station : Baltimore, Md.)",,viaf%%http://viaf.org/viaf/151236552|lcnaf%%http://id.loc.gov/authorities/names/n00123254,,,"WAAM (Television station : Baltimore, Md.)",,2b06b580-74c5-440d-8462-3a78b8e5c40d
Wagner International Photos,"Location information: New York City, NY|basic_html|Location information: New York City, NY",,,,Wagner International Photos,,fed11edb-e9fb-446d-bb97-49f045fa6b00
Walter Hines Page School of International Relations,,viaf%%http://viaf.org/viaf/158318144|lcnaf%%http://id.loc.gov/authorities/names/n83209243,,,Walter Hines Page School of International Relations,,3a7cabfd-11ee-4a60-a9cc-04d7cacb5cff
"Walters Art Gallery (Baltimore, Md.)",,viaf%%http://viaf.org/viaf/126086372|lcnaf%%http://id.loc.gov/authorities/names/n79027105,,,"Walters Art Gallery (Baltimore, Md.)",,ba89145e-b063-4745-a9d4-ea1626fd9d0d
Washington State College,"Location information: Pullman, WS|basic_html|Location information: Pullman, WS",,,,Washington State College,,a2e95946-4db7-46ee-9799-d2c6821dbc45
"WDTV (Television station : Pittsburgh, Pa.)",,,,,"WDTV (Television station : Pittsburgh, Pa.)",,e84affc5-1932-49f3-80a9-20b09ed88472
Werner & Son,Location information: Dublin|basic_html|Location information: Dublin,viaf%%http://viaf.org/viaf/155149853|lcnaf%%http://id.loc.gov/authorities/names/no2007069190,,,Werner & Son,,18d033a3-eb56-4bc4-8608-9529a438dbda
"Western Female Public High School (Baltimore, Md.)",,viaf%%http://viaf.org/viaf/141168174|lcnaf%%http://id.loc.gov/authorities/names/nr94037524,,,"Western Female Public High School (Baltimore, Md.)",,fcece3e3-0e30-4a85-87b1-365ba973c56a
Westinghouse Electric & Manufacturing Company,,viaf%%http://viaf.org/viaf/122639857|lcnaf%%http://id.loc.gov/authorities/names/n82081623,,,Westinghouse Electric & Manufacturing Company,,abfe4901-f641-477e-8581-8a43a37b3bfa
White House Photo,,,,,White House Photo,,75707a0f-d20b-4250-bf81-0b9c9d041ee5
White One Photo,"Location information: 124 W. 72nd Street NY, NY 10023. Spelling of name uncertain.|basic_html|Location information: 124 W. 72nd Street NY, NY 10023. Spelling of name uncertain.",,,,White One Photo,,08b9ff77-aa04-4f99-a174-39100fda7ad6
White Studio,Location information: NY|basic_html|Location information: NY,,,,White Studio,,e4125ff0-0692-4504-b75c-c80725e6abd4
"Wide World Photos, Inc.",,viaf%%http://viaf.org/viaf/158480353|lcnaf%%http://id.loc.gov/authorities/names/n2004102678,,,"Wide World Photos, Inc.",,557c207f-7345-446f-8f51-3972ca4a1c65
"Willard Stewart, Inc.",,,,,"Willard Stewart, Inc.",,9294cafb-1f39-4202-af42-ba3a3eb00ad5
William H. Welch Medical Library,,viaf%%http://viaf.org/viaf/153020256|lcnaf%%http://id.loc.gov/authorities/names/n82059149,,,William H. Welch Medical Library,,b5693cc1-3447-480b-8a02-4318aa14f76f
WJHU (Internet radio station),,viaf%%http://viaf.org/viaf/3765155832943933490007|lcnaf%%http://id.loc.gov/authorities/names/n2019027314,,,WJHU (Internet radio station),,0ec8d01c-dac9-464f-b909-fd5a9a66efbd
"WJZ-TV (Television station : Baltimore, Md.)",,viaf%%http://viaf.org/viaf/132577206|lcnaf%%http://id.loc.gov/authorities/names/n84167498,,,"WJZ-TV (Television station : Baltimore, Md.)",,e2554e69-052f-45d6-8653-ef9d51a0c28d
Woods Hole Oceanographic Institution,,viaf%%http://viaf.org/viaf/139421251|lcnaf%%http://id.loc.gov/authorities/names/n80044903,,,Woods Hole Oceanographic Institution,,9b1a580b-78dd-4920-aa4d-6f715a2050d8
Woodward & Lothrop,,viaf%%http://viaf.org/viaf/133868598|lcnaf%%http://id.loc.gov/authorities/names/n97104801,,,Woodward and Lothrop,,32c49cc7-c68f-4abc-99c7-9edd11fec57a
Wooley Co.,"Location information: Silver Bay, NY|basic_html|Location information: Silver Bay, NY",,,,Wooley Co.,,5bd052bc-77fb-40a0-81d4-4fc50f81077a
Wyatt & Nolting,,ulan%%http://vocab.getty.edu/page/ulan/500216724|viaf%%http://viaf.org/viaf/305186340,,,Wyatt & Nolting,,1fbd60c2-6fc7-48fe-bb34-17d9cd6e895f
Yale University,,viaf%%http://viaf.org/viaf/149131869|lcnaf%%http://id.loc.gov/authorities/names/n79043367,,,Yale University,,de77c37e-d04a-430e-ae9c-331f4e241cc3
Youngstown State University,,viaf%%http://viaf.org/viaf/137793586|lcnaf%%http://id.loc.gov/authorities/names/n82008876,,,Youngstown State University,,7417a111-47e6-4aaf-b973-da698abb21da
Zoll and Son,,,,,Zoll and Son,,e4ff02c8-c614-4025-ac2d-78fc5f5708b2
